,PassengerId,HomePlanet,CryoSleep,Destination,Age,VIP,RoomService,FoodCourt,ShoppingMall,Spa,VRDeck,CabinFirst,CabinSecond,CabinThird
1010,2079_02,0,False,2,2,False,0,0,0,0,0,5,1,1
1011,2079_03,0,False,2,0,False,0,0,0,0,0,5,1,1
1012,2093_01,0,False,2,0,False,0,0,0,0,0,6,1,0
1013,2098_01,0,False,2,0,False,0,0,0,0,0,6,1,1
1014,2101_01,0,True,0,2,False,0,0,0,0,0,6,1,0
1015,2101_02,0,False,2,0,False,0,0,0,0,0,5,1,0
1016,2103_01,0,False,2,1,False,0,0,0,0,0,6,1,1
1017,2108_01,1,False,0,1,False,0,0,0,0,0,2,0,0
1018,2108_02,1,False,2,2,False,0,0,0,0,0,2,0,0
1019,2109_01,0,True,2,2,False,0,0,0,0,0,6,1,1
1021,2119_01,0,False,2,2,False,0,0,0,0,0,6,1,1
1022,2119_02,0,True,2,2,False,0,0,0,0,0,6,1,1
1023,2122_01,0,False,1,1,False,0,0,0,0,0,4,0,1
1024,2132_01,0,True,1,1,False,0,0,0,0,0,6,1,1
1025,2146_01,1,False,2,2,False,0,0,0,0,0,1,0,0
1026,2146_02,1,True,0,1,False,0,0,0,0,0,1,0,0
1027,2151_01,0,True,2,2,False,0,0,0,0,0,6,1,1
1028,2155_01,0,False,2,2,False,0,0,0,0,0,5,1,0
1029,2157_01,0,False,2,1,False,0,0,0,0,0,5,1,1
1031,2160_02,2,True,0,0,False,0,0,0,0,0,5,1,0
1032,2160_03,2,True,2,0,False,0,0,0,0,0,5,1,0
1033,2165_01,0,False,2,2,False,0,0,0,0,0,5,1,1
1034,2166_01,0,False,2,1,False,0,0,0,0,0,5,1,0
1035,2169_01,0,False,2,3,False,0,0,0,0,0,6,1,0
1036,2170_01,0,False,2,1,False,0,0,0,0,0,5,1,0
1037,2174_01,0,False,0,0,False,0,0,0,0,0,5,1,0
1038,2176_01,0,True,1,1,False,0,0,0,0,0,6,1,0
1039,2178_01,0,False,2,1,False,0,0,0,0,0,6,1,1
1040,2181_01,0,False,2,2,False,0,0,0,0,0,5,1,0
1041,2184_01,1,True,0,1,False,0,0,0,0,0,2,0,1
1042,2184_02,1,False,2,2,False,0,0,0,0,0,2,0,1
1043,2185_01,1,True,0,2,False,0,0,0,0,0,2,0,1
1044,2192_01,0,False,1,1,False,0,0,0,0,0,6,1,1
1045,2197_01,0,False,0,3,False,0,0,0,0,0,6,1,1
1047,2208_01,2,False,2,1,False,0,0,0,0,0,5,1,0
1048,2213_01,2,False,2,1,False,0,0,0,0,0,4,0,0
1049,2214_01,0,False,2,1,False,0,0,0,0,0,4,0,0
1050,2216_01,0,False,1,3,False,0,0,0,0,0,5,1,0
1051,2217_01,1,False,2,1,False,0,0,0,0,0,7,0,1
1052,2218_01,0,False,2,0,False,0,0,0,0,0,4,0,0
1053,2222_01,2,True,2,1,False,0,0,0,0,0,5,1,0
1054,2226_01,0,False,1,1,False,0,0,0,0,0,6,1,0
1055,2227_01,2,True,2,1,False,0,0,0,0,0,5,1,1
1056,2230_01,0,True,2,0,False,0,0,0,0,0,6,1,0
1057,2236_01,0,False,2,0,False,0,0,0,0,0,4,0,1
1058,2240_01,0,True,0,0,False,0,0,0,0,0,6,1,0
1059,2240_02,0,False,2,1,False,0,0,0,0,0,5,1,0
1060,2240_03,0,False,2,0,False,0,0,0,0,0,6,1,0
1061,2242_01,0,True,0,1,False,0,0,0,0,0,6,1,0
1062,2244_01,0,False,2,2,False,0,0,0,0,0,5,1,1
1063,2245_01,0,True,0,2,False,0,0,0,0,0,0,0,0
1064,2245_02,1,True,2,2,True,0,0,0,0,0,0,0,0
1065,2246_01,1,False,0,2,False,0,0,0,0,0,2,0,0
1066,2246_02,1,False,2,2,False,0,0,0,0,0,2,0,0
1067,2247_01,0,False,0,1,False,0,0,0,0,0,5,1,0
1068,2248_01,0,False,2,3,False,0,0,0,0,0,5,1,0
1069,2249_01,0,False,2,1,False,0,0,0,0,0,4,0,0
1070,2250_01,0,False,2,1,False,0,0,0,0,0,5,1,0
1071,2259_01,1,False,0,2,False,0,0,0,0,0,2,0,0
1072,2259_02,1,True,0,2,False,0,0,0,0,0,2,0,0
1073,2260_01,1,True,2,2,False,0,0,0,0,0,3,0,0
1074,2265_01,0,False,2,2,False,0,0,0,0,0,5,1,1
1075,2271_01,1,False,0,2,False,0,0,0,0,1,2,0,0
1076,2276_01,0,True,2,2,False,0,0,0,0,0,6,1,1
1077,2276_02,0,False,2,2,False,0,0,0,0,0,5,1,1
1078,2283_01,0,False,2,0,False,0,0,0,0,0,5,1,0
1079,2285_01,0,False,1,1,False,0,0,0,0,0,6,1,1
1080,2286_01,0,False,2,3,False,0,0,0,0,0,6,1,0
1081,2290_01,0,True,1,1,False,0,0,0,0,0,6,1,1
1082,2292_01,0,True,1,1,False,0,0,0,0,0,6,1,1
1083,2293_01,2,True,2,3,False,0,0,0,0,0,5,1,1
1084,2294_01,1,False,0,1,False,0,0,0,0,0,2,0,1
1085,2297_01,0,False,2,1,False,0,0,0,0,0,5,1,1
1086,2304_01,0,True,2,1,False,0,0,0,0,0,6,1,0
1087,2307_01,0,True,2,0,False,0,0,0,0,0,4,0,1
1088,2307_02,0,False,2,0,False,0,0,0,0,0,4,0,1
1089,2307_03,0,False,2,0,False,0,0,0,0,0,4,0,1
1090,2307_04,0,False,2,0,False,0,0,0,0,0,4,0,1
1091,2307_05,0,True,2,0,False,0,0,0,0,0,4,0,1
1092,2322_01,0,False,2,1,False,0,0,0,0,0,4,0,1
1093,2323_01,0,False,2,1,False,0,0,0,0,0,5,1,1
1094,2324_01,0,False,2,2,False,0,0,0,0,0,5,1,1
1095,2326_01,0,True,2,1,False,0,0,0,0,0,6,1,0
1096,2328_01,0,False,2,3,False,0,0,0,0,0,5,1,0
1097,2330_01,0,False,1,1,False,0,0,0,0,0,5,1,0
1099,2334_01,0,False,2,1,False,0,0,0,0,0,6,1,1
1100,2335_01,0,True,1,1,False,0,0,0,0,0,6,1,1
1101,2337_01,0,True,1,0,False,0,0,0,0,0,6,1,0
1102,2342_01,0,False,2,4,False,0,0,0,0,0,6,1,1
1103,2343_01,1,True,0,1,False,0,0,0,0,0,1,0,0
1104,2343_02,1,False,2,2,False,0,0,0,0,0,1,0,0
1105,2344_01,0,False,0,3,False,0,0,0,0,0,1,0,0
1106,2344_02,1,True,0,0,False,0,0,0,0,0,1,0,0
1107,2346_01,0,False,2,1,False,0,0,0,0,0,5,1,0
1108,2350_01,2,False,2,1,False,0,0,0,0,0,4,0,0
1109,2350_02,2,False,2,2,False,0,0,0,0,0,5,1,0
1110,2350_03,2,True,0,1,False,0,0,0,0,0,5,1,0
1111,2351_01,2,False,2,1,False,0,0,0,0,0,3,0,0
1112,2351_02,2,False,2,2,False,0,0,0,0,0,5,1,0
1113,2352_01,2,False,0,1,False,0,0,0,0,0,5,1,1
1114,2354_01,2,False,2,4,False,0,0,0,0,0,5,1,1
1115,2355_01,1,True,2,2,False,0,0,0,0,0,3,0,1
1116,2355_02,1,True,0,1,False,0,0,0,0,0,3,0,1
1117,2355_03,1,False,2,2,False,0,0,0,0,0,3,0,1
1118,2355_04,1,False,0,1,False,0,0,0,0,0,3,0,1
1119,2358_01,0,False,2,1,False,0,0,0,0,0,6,1,0
1120,2359_01,0,False,2,1,False,0,0,0,0,0,5,1,0
1121,2362_01,0,False,2,1,False,0,0,0,0,0,4,0,0
1122,2370_01,0,True,2,2,False,0,0,0,0,0,6,1,0
1123,2370_02,0,True,2,0,False,0,0,0,0,0,6,1,0
1124,2370_03,0,False,2,3,False,0,0,0,0,0,6,1,0
1125,2370_04,0,False,2,0,False,0,0,0,0,0,6,1,0
1126,2371_01,0,False,2,0,False,0,0,0,0,0,5,1,0
1127,2372_01,2,False,2,2,False,0,0,0,0,0,5,1,0
1128,2378_01,2,False,2,1,False,0,0,0,0,0,4,0,1
1129,2378_02,2,True,2,0,False,0,0,0,0,0,5,1,1
1130,2380_01,1,False,2,1,False,0,0,0,0,0,0,0,1
1131,2380_02,1,True,0,2,False,0,0,0,0,0,0,0,1
1132,2381_01,0,True,1,1,False,0,0,0,0,0,6,1,1
1133,2383_01,0,False,1,1,False,0,0,0,0,0,6,1,1
1134,2383_02,0,False,2,2,False,0,0,0,0,0,6,1,1
1135,2386_01,2,True,2,1,False,0,0,0,0,0,5,1,0
1136,2388_01,0,False,2,1,False,0,0,0,0,0,6,1,0
1137,2388_02,0,True,2,0,False,0,0,0,0,0,6,1,0
1138,2393_01,0,False,2,3,False,0,0,0,0,0,5,1,1
1139,2394_01,0,True,1,4,False,0,0,0,0,0,6,1,1
1140,2394_02,0,True,0,0,False,0,0,0,0,0,6,1,1
1141,2394_03,0,False,0,1,False,0,0,0,0,0,5,1,1
1142,2400_01,0,False,0,2,False,0,0,0,0,0,5,1,0
1143,2405_01,0,False,1,2,False,0,0,0,0,0,5,1,1
1144,2407_01,1,False,0,2,False,0,0,0,0,0,2,0,1
1145,2408_01,0,False,2,1,False,0,0,0,0,0,6,1,1
1146,2415_01,0,False,2,2,False,0,0,0,0,0,5,1,0
1147,2418_01,0,False,2,3,False,0,0,0,0,0,4,0,0
1148,2420_01,0,False,2,2,False,0,0,0,0,0,6,1,1
1149,2422_01,1,False,0,1,False,0,0,0,0,1,1,0,1
1150,2422_02,1,True,0,1,False,0,0,0,0,0,1,0,1
1151,2425_01,0,True,2,0,False,0,0,0,0,0,6,1,0
1152,2425_02,0,False,1,1,False,0,0,0,0,0,6,1,0
1153,2425_03,0,False,2,1,False,0,0,0,0,0,5,1,0
1154,2425_04,0,False,0,0,False,0,0,0,0,0,6,1,0
1156,2425_06,0,True,2,0,False,0,0,0,0,0,6,1,0
1157,2428_01,0,False,1,1,False,0,0,0,0,0,5,1,0
1158,2430_01,0,True,2,1,False,0,0,0,0,0,6,1,1
1159,2430_02,0,False,2,0,False,0,0,0,0,0,6,1,1
1160,2430_03,0,False,2,1,False,0,0,0,0,0,6,1,1
1161,2434_01,0,True,2,2,False,0,0,0,0,0,6,1,0
1162,2434_02,0,False,2,1,False,0,0,0,0,0,5,1,0
1163,2437_01,0,False,2,1,False,0,0,0,0,0,5,1,0
1164,2440_01,0,False,2,1,False,0,0,0,0,0,6,1,0
1165,2447_01,0,False,2,2,False,0,0,0,0,0,5,1,1
1166,2448_01,1,True,0,0,False,0,0,0,0,0,1,0,0
1167,2448_02,1,True,0,1,False,0,0,0,0,0,1,0,0
1168,2450_01,0,False,2,1,False,0,0,0,0,0,5,1,0
1169,2459_01,0,True,0,1,False,0,0,0,0,0,6,1,0
1170,2464_01,2,False,2,2,False,0,0,0,0,0,4,0,0
1171,2465_01,2,False,0,2,False,0,0,0,0,0,3,0,1
1172,2468_01,1,True,0,2,False,0,0,0,0,0,4,0,1
1173,2469_01,2,True,2,1,False,0,0,0,0,0,5,1,1
1174,2469_02,2,False,2,1,False,0,0,0,0,0,5,1,1
1175,2473_01,0,False,2,1,False,0,0,0,0,0,5,1,1
1176,2481_01,0,True,0,1,False,0,0,0,0,0,6,1,1
1178,2482_01,1,False,0,2,False,0,0,0,0,0,3,0,1
1179,2482_02,1,False,0,2,False,0,0,0,0,0,3,0,1
1180,2484_01,2,True,2,4,False,0,0,0,0,0,5,1,1
1181,2484_02,2,False,2,1,False,0,0,0,0,0,5,1,1
1182,2485_01,2,False,2,2,True,0,0,0,0,0,4,0,1
1183,2487_01,2,False,2,0,False,0,0,0,0,0,5,1,0
1184,2487_02,2,True,2,1,False,0,0,0,0,0,5,1,0
1185,2487_03,2,False,2,1,False,0,0,0,0,0,3,0,0
1186,2490_01,0,False,2,2,False,0,0,0,0,0,5,1,1
1187,2493_01,1,False,0,2,False,0,0,0,0,0,2,0,1
1188,2493_02,1,False,1,1,True,0,1,0,0,1,2,0,1
1189,2494_01,1,True,2,1,False,0,0,0,0,0,1,0,1
1190,2494_02,1,False,0,2,False,0,0,0,0,0,1,0,1
1191,2495_01,0,False,0,4,False,0,0,0,0,0,6,1,1
1192,2501_01,1,True,2,2,False,0,0,0,0,0,2,0,1
1193,2504_01,0,False,2,2,False,0,0,0,0,0,5,1,1
1194,2507_01,0,True,2,1,False,0,0,0,0,0,6,1,0
1195,2511_01,0,False,2,2,False,0,0,0,0,0,5,1,0
1197,2517_01,2,True,2,2,False,0,0,0,0,0,5,1,1
1198,2525_01,0,False,2,0,False,0,0,0,0,0,5,1,1
1199,2529_01,1,False,2,2,True,0,0,0,0,0,2,0,0
1200,2533_01,0,False,0,2,False,0,0,0,0,0,6,1,0
1201,2536_01,2,True,2,2,False,0,0,0,0,0,5,1,1
1202,2538_01,1,True,0,1,False,0,0,0,0,0,1,0,0
1203,2538_02,1,True,2,1,False,0,0,0,0,0,1,0,0
1205,2543_01,0,False,2,1,False,0,0,0,0,0,5,1,0
1206,2554_01,0,False,1,1,False,0,0,0,0,0,5,1,1
1207,2556_01,2,True,0,2,False,0,0,0,0,0,5,1,0
1208,2563_01,0,True,2,0,False,0,0,0,0,0,6,1,1
1209,2566_01,0,False,2,2,False,0,0,0,0,0,6,1,1
1210,2567_01,2,True,2,1,False,0,0,0,0,0,4,0,1
1211,2567_02,2,True,2,1,False,0,0,0,0,0,5,1,1
1212,2568_01,0,False,2,1,False,0,0,0,0,0,5,1,1
1213,2569_01,0,False,2,2,False,0,0,0,0,0,5,1,0
1214,2570_01,0,True,2,1,False,0,0,0,0,0,6,1,0
1215,2575_01,2,False,0,1,False,0,0,0,0,0,5,1,0
1216,2576_01,2,True,2,1,False,0,0,0,0,0,5,1,1
1217,2577_01,0,True,2,1,False,0,0,0,0,0,6,1,1
1218,2577_02,0,True,2,0,False,0,0,0,0,0,6,1,1
1219,2579_01,2,False,2,2,False,0,0,0,0,0,5,1,0
1220,2583_01,0,True,2,1,False,0,0,0,0,0,6,1,0
1221,2585_01,1,True,2,2,False,0,0,0,0,0,1,0,0
1222,2586_01,0,True,2,2,False,0,0,0,0,0,6,1,0
1223,2587_01,2,True,2,2,False,0,0,0,0,0,5,1,0
1224,2587_02,2,True,2,1,False,0,0,0,0,0,5,1,0
1225,2600_01,2,False,2,0,False,0,0,0,0,0,4,0,0
1226,2603_01,0,True,2,2,False,0,0,0,0,0,6,1,1
1227,2603_02,0,False,0,0,False,0,0,0,0,0,5,1,1
1228,2604_01,0,True,1,1,False,0,0,0,0,0,6,1,0
1229,2608_01,0,True,2,1,False,0,0,0,0,0,6,1,1
1230,2610_01,0,False,2,1,False,0,0,0,0,0,5,1,1
1231,2611_01,0,False,2,1,False,0,0,0,0,0,6,1,1
1232,2612_01,0,False,2,1,False,0,0,0,0,0,5,1,0
1233,2613_01,0,False,2,3,False,0,0,0,0,0,5,1,0
1234,2614_01,2,False,2,1,False,0,0,0,0,0,5,1,1
1235,2615_01,0,False,2,1,False,0,0,0,0,0,5,1,0
1236,2620_01,0,True,0,2,False,0,0,0,0,0,6,1,0
1237,2621_01,1,False,0,1,False,1,0,0,0,0,2,0,1
1238,2623_01,0,False,2,1,False,0,0,0,0,0,5,1,1
1239,2630_01,0,False,2,3,False,0,0,0,0,0,5,1,1
1240,2630_02,0,True,2,0,False,0,0,0,0,0,6,1,1
1241,2630_03,0,False,2,0,False,0,0,0,0,0,6,1,1
1242,2632_01,0,False,2,1,False,0,0,0,0,0,5,2,0
1244,2637_02,0,True,1,0,False,0,0,0,0,0,6,1,0
1245,2637_03,0,False,2,0,False,0,0,0,0,0,6,1,0
1246,2639_01,2,True,2,1,False,0,0,0,0,0,5,1,1
1247,2644_01,0,False,2,1,False,0,0,0,0,0,5,1,1
1248,2653_01,2,False,2,1,True,0,0,0,0,0,5,2,0
1249,2654_01,2,False,2,1,False,0,0,0,0,0,3,0,1
1250,2656_01,1,True,2,2,False,0,0,0,0,0,2,0,1
1251,2665_01,1,False,0,1,False,0,0,0,0,0,2,0,0
1252,2667_01,1,True,0,1,False,0,0,0,0,0,1,0,1
1253,2667_02,1,False,2,3,False,0,0,0,0,0,1,0,1
1254,2667_03,1,False,2,1,False,0,0,0,0,0,1,0,1
1255,2667_04,1,True,2,1,False,0,0,0,0,0,1,0,1
1256,2667_05,1,True,0,1,False,0,0,0,0,0,1,0,1
1257,2669_01,2,False,2,2,False,0,0,0,0,0,5,2,0
1258,2673_01,0,False,2,0,False,0,0,0,0,0,6,1,0
1259,2674_01,0,False,2,0,False,0,0,0,0,0,6,1,1
1260,2674_02,0,False,2,1,False,0,0,0,0,0,6,1,1
1261,2680_01,1,False,2,1,False,0,0,0,0,0,1,0,0
1262,2681_01,0,True,1,2,False,0,0,0,0,0,6,1,1
1263,2686_01,0,False,2,0,False,0,0,0,0,0,5,1,1
1264,2689_01,0,False,2,2,False,0,0,0,0,0,6,1,0
1265,2694_01,1,True,2,2,False,0,0,0,0,0,1,0,0
1266,2694_02,1,False,2,1,False,0,1,0,0,0,2,0,0
1267,2696_01,1,False,2,1,False,0,0,0,0,0,2,0,1
1268,2699_01,0,False,1,3,False,0,0,0,0,0,5,1,1
1269,2705_01,0,True,2,1,False,0,0,0,0,0,6,1,1
1270,2710_01,1,True,0,2,False,0,0,0,0,0,1,0,1
1271,2710_02,1,True,0,2,False,0,0,0,0,0,1,0,1
1272,2711_01,2,False,2,1,False,0,0,0,0,0,5,2,0
1273,2715_01,2,False,2,1,False,0,0,0,0,0,4,0,0
1274,2715_02,2,False,2,0,False,0,0,0,0,0,5,2,0
1275,2716_01,1,False,2,1,False,0,0,0,0,0,3,0,0
1276,2716_02,1,True,0,0,False,0,0,0,0,0,3,0,0
1277,2719_01,2,False,2,2,False,0,0,0,0,0,3,0,1
1278,2719_02,2,True,2,0,False,0,0,0,0,0,5,1,1
1279,2719_03,2,False,2,2,False,0,0,0,0,0,5,1,1
1280,2728_01,2,False,2,2,False,0,0,0,0,0,5,1,1
1281,2731_01,0,True,2,1,False,0,0,0,0,0,6,1,1
1282,2733_01,0,False,2,3,False,0,0,0,0,0,5,2,0
1283,2735_01,0,False,2,1,False,0,0,0,0,0,6,1,0
1284,2742_01,0,True,1,2,False,0,0,0,0,0,6,1,1
1285,2744_01,0,False,0,1,False,0,0,0,0,0,6,1,0
1286,2749_01,0,True,2,1,False,0,0,0,0,0,6,1,1
1287,2757_01,0,False,2,1,False,0,0,0,0,0,6,1,0
1288,2761_01,0,False,1,2,False,0,0,0,0,0,5,1,1
1289,2761_02,0,False,2,1,False,0,0,0,0,0,5,1,1
1290,2766_01,0,True,0,0,False,0,0,0,0,0,6,1,1
1291,2767_01,0,False,2,1,False,0,0,0,0,0,6,1,1
1292,2771_01,0,False,2,1,False,0,0,0,0,0,5,2,0
1293,2775_01,1,False,2,1,False,0,0,0,0,0,2,0,1
1294,2776_01,0,False,2,0,False,0,0,0,0,0,6,1,1
1295,2777_01,1,True,2,1,True,0,0,0,0,0,0,0,1
1296,2779_01,0,False,2,3,False,0,0,0,0,0,5,2,0
1297,2782_01,0,False,2,3,False,0,0,0,0,0,5,1,1
1298,2791_01,0,False,2,2,False,0,0,0,0,0,6,1,0
1299,2794_01,2,False,2,1,False,0,0,0,0,0,4,0,0
1300,2794_02,2,False,2,1,False,0,0,0,0,0,5,2,0
1301,2794_03,2,False,2,1,False,0,0,0,0,0,5,2,0
1302,2794_04,2,True,0,1,False,0,0,0,0,0,5,2,0
1303,2794_05,2,False,2,2,False,0,0,0,0,0,5,2,0
1304,2794_06,2,True,2,0,False,0,0,0,0,0,5,2,0
1305,2794_07,2,True,2,1,False,0,0,0,0,0,5,2,0
1306,2800_01,2,True,0,1,False,0,0,0,0,0,4,0,1
1307,2803_01,1,True,2,2,False,0,0,0,0,0,3,0,0
1308,2804_01,0,True,2,1,False,0,0,0,0,0,6,1,1
1309,2808_01,1,True,0,1,False,0,0,0,0,0,2,0,0
1310,2808_02,1,False,2,2,False,0,1,0,0,0,2,0,0
1311,2815_01,0,False,2,2,False,0,0,0,0,0,4,0,0
1312,2815_02,0,True,2,0,False,0,0,0,0,0,6,1,0
1313,2815_03,0,False,2,1,False,0,0,0,0,0,5,2,0
1314,2816_01,1,True,2,4,False,0,0,0,0,0,3,0,0
1315,2827_01,0,True,0,3,False,0,0,0,0,0,6,1,1
1316,2828_01,0,False,1,0,False,0,0,0,0,0,6,1,0
1317,2829_01,0,True,2,1,False,0,0,0,0,0,6,1,0
1318,2830_01,0,True,1,1,False,0,0,0,0,0,6,1,0
1319,2833_01,0,True,1,0,False,0,0,0,0,0,6,1,0
1320,2836_01,1,False,0,3,False,0,1,0,0,0,2,0,1
1321,2841_01,0,False,2,1,False,0,0,0,0,0,5,2,0
1322,2842_01,0,True,2,1,False,0,0,0,0,0,6,1,0
1323,2844_01,0,False,0,1,False,0,0,0,0,0,5,1,1
1324,2845_01,1,True,0,1,False,0,0,0,0,0,2,0,0
1325,2845_02,1,True,2,1,False,0,0,0,0,0,2,0,0
1326,2848_01,1,True,2,2,False,0,0,0,0,0,0,0,1
1327,2848_02,1,True,2,3,False,0,0,0,0,0,0,0,1
1328,2848_03,1,True,0,1,False,0,0,0,0,0,0,0,1
1330,2850_01,2,False,2,0,False,0,0,0,0,0,5,2,1
1331,2850_02,2,True,2,0,False,0,0,0,0,0,5,2,1
1332,2850_03,2,False,2,1,False,0,0,0,0,0,4,0,1
1333,2850_04,2,True,2,0,False,0,0,0,0,0,5,2,1
1334,2851_01,0,False,0,1,False,0,0,0,0,0,5,2,0
1335,2855_01,0,True,0,3,False,0,0,0,0,0,3,0,0
1336,2864_01,2,False,2,1,False,0,0,0,0,0,5,2,1
1337,2868_01,0,True,2,0,False,0,0,0,0,0,6,1,1
1338,2868_02,0,True,2,0,False,0,0,0,0,0,6,1,1
1339,2868_03,0,False,2,0,False,0,0,0,0,0,6,1,1
1340,2868_04,0,False,2,2,False,0,0,0,0,0,6,1,1
1341,2874_01,0,False,2,1,False,0,0,0,0,0,4,0,0
1342,2879_01,0,False,2,1,False,0,0,0,0,0,5,2,0
1343,2885_01,2,False,2,1,False,0,0,0,0,0,5,2,1
1344,2886_01,2,False,2,1,False,0,0,0,0,0,5,2,0
1345,2889_01,0,False,2,2,False,0,0,0,0,0,4,0,1
1346,2895_01,1,True,0,2,False,0,0,0,0,0,2,0,1
1347,2896_01,0,False,2,1,False,0,0,0,0,0,5,2,1
1348,2898_01,1,False,2,1,False,0,0,0,0,0,1,0,0
1349,2898_02,1,True,2,2,False,0,0,0,0,0,1,0,0
1350,2903_01,0,False,1,1,False,0,0,0,0,0,6,1,0
1351,2904_01,1,False,2,2,False,0,0,0,0,0,2,0,0
1352,2904_02,1,True,2,1,False,0,0,0,0,0,2,0,0
1353,2911_01,0,True,2,1,False,0,0,0,0,0,6,1,1
1354,2914_01,1,True,2,1,False,0,0,0,0,0,1,0,0
1355,2915_01,2,True,2,2,False,0,0,0,0,0,5,2,1
1356,2916_01,2,True,2,1,False,0,0,0,0,0,5,2,0
1357,2917_01,0,False,2,0,False,0,0,0,0,0,5,2,0
1358,2918_01,1,False,0,1,False,0,0,0,0,0,1,0,1
1359,2921_01,0,False,2,1,False,0,0,0,0,0,5,2,0
1360,2922_01,2,False,2,1,False,0,0,0,0,0,5,2,0
1361,2923_01,0,False,2,0,False,0,0,0,0,0,6,1,1
1362,2924_01,2,False,2,1,False,0,0,0,0,0,5,2,1
1363,2931_01,0,True,2,2,False,0,0,0,0,0,6,1,0
1364,2931_02,0,False,2,1,False,0,0,0,0,0,5,2,0
1365,2932_01,1,True,2,2,False,0,0,0,0,0,1,0,1
1366,2933_01,0,False,2,2,False,0,0,0,0,0,5,2,0
1367,2937_01,0,False,2,1,False,0,0,0,0,0,5,2,0
1368,2939_01,0,False,2,2,False,0,0,0,0,0,6,1,0
1369,2946_01,0,False,2,1,False,0,0,0,0,0,5,2,0
1370,2946_02,0,False,2,1,False,0,0,0,0,0,6,1,0
1371,2946_03,0,False,2,1,False,0,0,0,0,0,6,1,0
1372,2946_04,0,False,2,2,False,0,0,0,0,0,6,1,0
1373,2947_01,0,True,2,2,False,0,0,0,0,0,6,1,0
1374,2951_01,0,False,1,1,False,0,0,0,0,0,6,1,0
1375,2952_01,0,False,0,3,False,0,0,0,0,0,5,2,0
1376,2955_01,0,False,2,2,False,0,0,0,0,0,5,2,1
1377,2957_01,0,True,2,2,False,0,0,0,0,0,6,1,0
1378,2963_01,0,False,2,0,False,0,0,0,0,0,6,1,1
1379,2967_01,0,False,2,1,False,0,0,0,0,0,5,2,0
1380,2973_01,0,False,2,1,False,0,0,0,0,0,4,0,1
1381,2974_01,0,False,0,1,False,0,0,0,0,0,5,2,0
1382,2976_01,1,True,0,2,False,0,0,0,0,0,1,0,1
1383,2976_02,1,True,0,0,False,0,0,0,0,0,1,0,1
1384,2976_03,1,True,0,3,False,0,0,0,0,0,1,0,1
1385,2976_04,1,False,0,1,False,0,0,0,0,0,1,0,1
1386,2977_01,0,False,2,2,False,0,0,0,0,0,5,2,0
1387,2977_02,0,False,2,1,False,0,0,0,0,0,5,2,0
1388,2977_03,0,False,1,1,False,0,0,0,0,0,5,2,0
1389,2978_01,2,False,2,2,False,0,0,0,0,0,5,2,1
1390,2980_01,0,False,2,1,False,0,0,0,0,0,5,2,1
1391,2981_01,0,True,1,0,False,0,0,0,0,0,6,1,0
1392,2985_01,0,False,2,1,False,0,0,0,0,0,5,2,1
1393,2987_01,0,False,0,1,False,0,0,0,0,0,4,0,0
1394,2989_01,0,False,2,1,False,0,0,0,0,0,5,2,1
1395,2991_01,2,False,2,1,False,0,0,0,0,0,5,2,1
1396,2997_01,1,True,0,1,False,0,0,0,0,0,1,0,0
1397,2997_02,1,False,2,1,False,0,0,0,0,0,1,0,0
1398,2997_03,1,False,0,1,False,0,0,0,0,0,1,0,0
1399,2997_04,1,True,2,2,False,0,0,0,0,0,1,0,0
1400,2999_01,2,False,2,2,False,0,0,0,0,0,3,0,0
1401,3002_01,0,False,1,1,False,0,0,0,0,0,5,2,0
1402,3007_01,0,False,2,1,False,0,0,0,0,0,6,1,0
1403,3008_01,1,True,0,1,False,0,0,0,0,0,3,0,0
1404,3008_02,0,False,2,1,False,0,0,0,0,0,3,0,0
1405,3008_03,1,True,2,1,False,0,0,0,0,0,3,0,0
1406,3008_04,1,False,2,2,False,0,0,0,0,0,3,0,0
1407,3008_05,1,True,0,1,False,0,0,0,0,0,3,0,0
1408,3008_06,1,True,0,2,False,0,0,0,0,0,3,0,0
1409,3011_01,0,True,2,1,False,0,0,0,0,0,6,1,0
1410,3016_01,0,False,2,0,False,0,0,0,0,0,6,1,0
1411,3016_02,0,True,2,0,False,0,0,0,0,0,6,1,0
1412,3016_03,0,True,2,0,False,0,0,0,0,0,6,1,0
1413,3016_04,0,False,2,1,False,0,0,0,0,0,4,0,0
1414,3017_01,0,False,2,1,False,0,0,0,0,0,6,1,0
1415,3028_01,0,True,2,1,False,0,0,0,0,0,6,1,0
1416,3031_01,2,True,0,1,False,0,0,0,0,0,5,2,0
1417,3035_01,2,False,2,3,False,0,0,0,0,0,4,0,0
1418,3037_01,1,True,0,1,False,0,0,0,0,0,2,0,0
1419,3037_02,1,True,2,2,False,0,0,0,0,0,2,0,0
1420,3041_01,0,False,2,1,False,0,0,0,0,0,4,0,0
1421,3043_01,2,False,2,3,False,0,0,0,0,0,5,2,0
1422,3046_01,0,False,2,2,False,0,0,0,0,0,3,0,0
1423,3049_01,0,False,2,2,False,0,0,0,0,0,6,1,0
1424,3051_01,0,False,2,2,False,0,0,0,0,0,6,1,0
1425,3052_01,1,False,2,1,False,0,0,0,0,0,2,0,1
1426,3056_01,0,True,2,0,False,0,0,0,0,0,6,1,0
1427,3057_01,2,False,2,1,False,0,0,0,0,0,5,2,1
1428,3058_01,0,False,2,1,False,0,0,0,0,0,6,1,1
